TP_FAIXA_ETARIA,SEXO,TP_COR_RACA,TP_ESCOLA,MUNIC_ESCOLA,SG_UF_ESC,NO_MUNICIPIO_PROVA,UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,NOTA_REDACAO,nota_final
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,369.0,387.1,373.4,423.9,660.0,442.68
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,490.1,512.6,488.3,460.3,640.0,518.26
21 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,418.4,556.4,473.1,461.7,800.0,541.92
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,525.2,618.0,518.3,565.4,540.0,553.3799999999999
Entre 36 e 40 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,471.3,570.5,458.9,424.2,600.0,504.98
23 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,448.9,542.6,510.6,670.2,620.0,558.4599999999999
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,352.6,473.2,361.2,427.5,420.0,406.9
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,517.4,589.5,557.3,582.4,720.0,593.3199999999999
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,631.3,644.2,618.7,656.2,440.0,598.08
17 anos,F,Branco,Pública,Mauá,SP,Santo André,SP,1,1,1,1,412.6,471.1,494.9,414.5,360.0,430.62
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,430.1,500.5,488.4,593.9,760.0,554.58
25 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,501.3,550.1,418.4,488.3,700.0,531.62
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,463.9,515.6,425.2,563.9,900.0,573.72
20 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,425.5,519.8,478.6,444.2,640.0,501.62000000000006
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,570.2,653.3,577.8,716.2,720.0,647.5
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,563.0,531.8,542.8,602.8,540.0,556.0799999999999
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,489.4,525.0,462.9,564.9,520.0,512.4399999999999
24 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,517.7,600.4,645.4,712.5,700.0,635.2
Entre 26 e 30 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,481.8,459.9,411.2,465.9,360.0,435.76000000000005
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,585.2,612.6,636.2,673.3,880.0,677.46
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,429.9,369.8,459.4,419.6,440.0,423.73999999999995
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,509.4,590.7,557.7,534.7,560.0,550.5
Entre 46 e 50 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,652.9,667.1,675.9,699.1,600.0,659.0
23 anos,F,Não Declarado,Não respondeu,,,Santo André,SP,1,1,1,1,448.7,576.2,527.8,468.8,460.0,496.3
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,402.3,389.5,471.8,457.6,440.0,432.23999999999995
22 anos,M,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,386.4,543.4,479.1,768.1,600.0,555.4
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,474.5,659.0,583.1,456.7,660.0,566.6600000000001
24 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,550.3,634.4,546.1,632.8,860.0,644.72
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,551.3,654.5,611.6,696.2,560.0,614.72
17 anos,M,Indígena,Pública,,,Santo André,SP,1,1,1,1,381.2,419.7,468.0,454.5,240.0,392.68
Entre 31 e 35 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,546.9,633.4,509.2,619.8,360.0,533.8599999999999
17 anos,M,Branco,Pública,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,454.8,589.3,574.7,605.1,780.0,600.78
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,354.6,446.6,451.3,504.5,540.0,459.4
21 anos,F,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,645.1,628.0,659.3,677.0,720.0,665.8799999999999
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,484.7,571.8,569.1,590.1,540.0,551.14
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,584.8,549.4,506.2,659.8,580.0,576.04
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,585.8,513.6,610.4,681.1,600.0,598.1800000000001
Entre 26 e 30 anos,F,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,614.1,640.9,561.9,556.0,520.0,578.58
21 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,536.8,643.3,601.8,668.4,720.0,634.06
18 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,451.0,497.9,465.1,559.2,520.0,498.64000000000004
Entre 46 e 50 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,393.4,392.3,382.0,439.9,260.0,373.52
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,405.8,569.6,494.1,604.1,840.0,582.72
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,457.6,476.4,504.0,393.3,500.0,466.26000000000005
17 anos,M,Branco,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,490.9,411.1,491.0,544.5,720.0,531.5
22 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,518.2,595.2,548.0,642.7,640.0,588.82
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,606.8,635.4,592.3,735.3,600.0,633.9599999999999
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,562.0,604.6,581.9,483.1,600.0,566.3199999999999
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,420.3,529.5,450.3,565.0,800.0,553.02
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,576.0,597.7,539.7,692.3,740.0,629.14
22 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,620.7,643.5,595.2,650.8,620.0,626.04
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,488.7,579.6,413.6,599.3,700.0,556.24
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,578.6,599.5,564.9,679.2,660.0,616.44
23 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,489.0,520.0,548.2,490.8,400.0,489.6
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,510.2,570.2,523.2,671.5,640.0,583.0200000000001
Entre 36 e 40 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,595.4,644.8,539.5,647.3,340.0,553.4
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,571.0,587.8,575.6,550.0,560.0,568.8799999999999
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,481.5,497.1,565.4,386.1,520.0,490.02
18 anos,M,Pardo,Pública,,,Santo André,SP,1,1,1,1,521.7,482.0,523.3,476.9,440.0,488.78000000000003
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,578.2,490.2,539.6,663.2,540.0,562.24
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,486.4,397.6,510.9,464.6,620.0,495.9
17 anos,F,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,435.4,381.7,486.8,411.2,560.0,455.02
Entre 41 e 45 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,496.6,527.8,468.3,474.9,0.0,393.52
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,493.2,511.3,525.9,531.5,400.0,492.38
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,608.5,432.5,545.4,554.6,460.0,520.2
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,479.7,504.7,551.2,585.8,620.0,548.28
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,382.6,457.1,513.4,462.8,580.0,479.18
18 anos,F,Branco,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,408.9,375.6,456.3,452.0,400.0,418.56000000000006
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,456.9,526.1,460.0,538.1,640.0,524.22
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,404.1,504.1,502.4,464.7,520.0,479.05999999999995
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,553.5,553.7,565.2,664.5,480.0,563.38
Entre 31 e 35 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,543.3,556.5,480.6,427.3,600.0,521.54
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,596.7,600.0,520.7,754.8,880.0,670.4399999999999
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,469.6,487.6,512.5,536.9,560.0,513.3199999999999
18 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,522.1,666.8,580.6,579.8,480.0,565.86
21 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,622.2,743.3,652.9,577.0,600.0,639.0799999999999
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,446.3,529.7,399.1,491.0,440.0,461.2200000000001
18 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,450.6,538.1,410.0,521.0,420.0,467.93999999999994
17 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,559.7,471.0,478.1,589.3,560.0,531.62
21 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,448.5,454.7,474.4,436.4,580.0,478.8
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,390.4,333.7,396.2,382.8,380.0,376.62
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,501.5,596.9,544.1,489.6,600.0,546.42
Entre 31 e 35 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,565.5,670.0,623.3,662.4,720.0,648.24
22 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,428.7,460.7,496.9,586.7,460.0,486.6
Entre 41 e 45 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,471.4,545.6,402.5,492.8,480.0,478.46000000000004
24 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,513.8,560.5,604.4,547.0,540.0,553.14
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,536.6,562.4,578.3,638.6,480.0,559.1800000000001
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,499.7,598.9,544.7,680.6,520.0,568.78
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,438.0,347.9,379.0,497.0,600.0,452.38
17 anos,M,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,456.7,460.4,445.2,469.9,540.0,474.43999999999994
Entre 51 e 55 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,478.4,577.2,472.8,468.8,480.0,495.43999999999994
25 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,508.7,526.5,462.9,429.0,480.0,481.41999999999996
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,500.0,532.2,527.1,637.2,500.0,539.3
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,445.3,489.2,438.0,506.3,480.0,471.76000000000005
19 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,500.8,546.0,540.5,463.7,600.0,530.2
17 anos,M,Amarelo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,521.0,567.1,541.3,630.6,580.0,568.0
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,540.7,555.5,605.1,554.4,760.0,603.14
18 anos,F,Pardo,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,421.1,602.1,601.3,521.0,780.0,585.1
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,470.4,392.9,437.7,448.7,540.0,457.93999999999994
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,409.3,538.4,483.9,655.4,560.0,529.4
Entre 51 e 55 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,359.2,586.0,509.6,451.1,540.0,489.18
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,558.7,559.8,605.2,705.9,600.0,605.92
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,450.0,492.2,495.7,550.1,620.0,521.6
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,522.7,505.3,463.1,597.4,520.0,521.7
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,470.4,409.9,511.8,420.0,600.0,482.41999999999996
18 anos,M,Pardo,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,495.8,471.4,628.4,459.2,680.0,546.96
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,473.5,403.0,476.5,566.9,560.0,495.98
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,427.7,537.9,509.8,427.6,340.0,448.6
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,628.1,484.7,502.1,554.8,600.0,553.9399999999999
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,474.4,536.1,510.6,641.3,600.0,552.4799999999999
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,609.2,655.1,704.3,704.3,620.0,658.58
Entre 26 e 30 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,478.3,459.2,445.2,374.8,580.0,467.5
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,458.5,472.9,463.4,448.7,520.0,472.7
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,435.6,468.1,393.9,578.8,300.0,435.28000000000003
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,601.7,683.4,604.6,707.5,660.0,651.44
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,432.7,379.7,452.8,424.6,480.0,433.96000000000004
19 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,385.8,370.4,447.1,412.9,560.0,435.24000000000007
25 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,613.9,639.8,685.5,619.8,580.0,627.8
20 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,482.5,534.3,515.2,546.8,680.0,551.76
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,488.1,420.9,553.5,449.4,640.0,510.38
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,476.0,578.4,521.5,501.2,440.0,503.41999999999996
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,577.7,591.8,572.5,686.8,600.0,605.76
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,595.1,544.1,603.9,665.4,660.0,613.7
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,432.2,444.9,487.7,699.2,320.0,476.8
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,437.8,539.8,569.8,527.9,620.0,539.0600000000001
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,380.4,475.2,451.2,518.5,360.0,437.06000000000006
19 anos,M,Não Declarado,Privada,Santo André,SP,Santo André,SP,1,1,1,1,490.3,395.1,401.1,408.5,500.0,439.0
Entre 46 e 50 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,520.6,685.7,584.9,545.0,580.0,583.24
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,512.9,510.5,425.3,411.5,560.0,484.03999999999996
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,445.2,460.1,540.6,593.6,500.0,507.9
18 anos,M,Branco,Pública,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,488.8,455.6,451.0,466.4,340.0,440.36
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,487.6,522.2,437.3,544.9,540.0,506.4
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,539.3,501.5,488.8,613.7,600.0,548.6600000000001
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,495.6,582.5,542.3,666.1,540.0,565.3
21 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,406.1,484.8,463.1,462.5,620.0,487.3
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,598.8,604.6,575.9,765.6,640.0,636.98
24 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,517.5,467.0,486.8,415.9,0.0,377.44
Entre 26 e 30 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,525.6,626.3,596.8,483.2,680.0,582.3799999999999
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,437.2,525.3,491.1,452.9,540.0,489.3
Entre 41 e 45 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,532.2,546.4,554.6,485.9,480.0,519.8199999999999
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,450.5,496.1,558.4,546.6,500.0,510.32
21 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,411.7,446.3,457.9,428.8,620.0,472.93999999999994
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,468.3,417.9,480.0,477.4,480.0,464.71999999999997
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,520.4,471.1,566.3,451.4,620.0,525.8399999999999
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,477.7,573.4,520.7,594.4,620.0,557.24
22 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,473.1,532.5,438.5,437.0,620.0,500.21999999999997
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,453.4,575.0,549.8,653.8,580.0,562.4
18 anos,M,Pardo,Pública,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,352.7,484.5,446.9,515.1,460.0,451.84
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,511.0,522.3,550.8,578.2,700.0,572.46
Entre 31 e 35 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,421.5,410.1,572.0,403.3,600.0,481.38
24 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,617.9,566.4,601.1,637.4,800.0,644.5600000000001
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,505.1,536.2,523.3,540.3,640.0,548.98
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,413.4,452.1,450.4,502.3,580.0,479.64
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,467.5,548.3,470.5,419.5,640.0,509.16
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,402.4,656.9,681.0,739.9,780.0,652.04
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,383.4,453.6,486.8,506.4,580.0,482.03999999999996
25 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,524.8,790.6,655.7,731.7,680.0,676.5600000000001
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,554.4,493.7,502.7,423.5,680.0,530.86
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,515.6,458.0,521.4,438.5,540.0,494.7
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,363.1,437.9,469.9,551.7,500.0,464.52
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,418.2,348.9,517.2,596.4,660.0,508.14
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,519.2,550.1,542.2,601.6,560.0,554.6200000000001
22 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,398.7,438.9,508.9,496.1,400.0,448.52
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,478.2,543.7,468.0,406.7,560.0,491.32000000000005
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,425.6,481.8,517.1,454.6,620.0,499.82000000000005
Entre 31 e 35 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,599.5,570.3,524.2,521.7,460.0,535.14
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,527.0,509.1,548.2,591.1,560.0,547.08
Entre 26 e 30 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,516.0,566.6,515.6,474.0,500.0,514.4399999999999
17 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,397.5,530.6,515.8,462.1,460.0,473.2
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,452.0,530.3,461.8,426.1,480.0,470.03999999999996
Entre 36 e 40 anos,F,Não Declarado,Não respondeu,,,Santo André,SP,1,1,1,1,449.2,610.3,603.2,512.7,380.0,511.08000000000004
21 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,414.5,607.6,535.2,694.2,700.0,590.3
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,558.8,547.5,538.8,515.1,600.0,552.04
Entre 31 e 35 anos,F,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,437.2,449.0,461.4,364.5,420.0,426.41999999999996
Entre 31 e 35 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,549.7,534.1,480.5,450.7,580.0,519.0
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,464.3,583.2,508.4,415.5,620.0,518.28
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,484.7,568.0,571.7,518.7,680.0,564.6200000000001
Entre 31 e 35 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,445.3,438.2,443.4,413.4,0.0,348.06
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,528.3,634.2,654.7,431.5,760.0,601.74
22 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,479.6,414.2,516.8,514.8,360.0,457.0799999999999
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,585.9,597.2,545.9,498.6,580.0,561.5200000000001
18 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,453.7,456.1,506.3,377.5,500.0,458.71999999999997
Entre 31 e 35 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,534.5,450.0,506.7,411.3,540.0,488.5
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,397.1,382.3,546.9,406.1,560.0,458.4799999999999
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,512.2,624.4,564.7,654.2,640.0,599.1
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,400.3,386.0,335.0,396.8,480.0,399.62
23 anos,F,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,438.6,511.6,525.2,464.9,520.0,492.06000000000006
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,519.0,519.7,531.2,542.8,460.0,514.54
Entre 36 e 40 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,506.9,478.1,497.2,446.2,400.0,465.68
Entre 26 e 30 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,506.0,646.3,618.8,619.4,640.0,606.1
Entre 31 e 35 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,583.9,627.1,611.4,670.1,500.0,598.5
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,461.5,593.4,530.9,458.2,580.0,524.8
Entre 46 e 50 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,377.9,509.7,480.1,434.4,520.0,464.4200000000001
Entre 31 e 35 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,575.2,609.8,616.4,470.0,640.0,582.28
24 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,343.1,416.4,494.0,460.6,660.0,474.82
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,466.2,429.9,435.5,424.6,520.0,455.23999999999995
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,480.5,437.5,480.3,479.4,520.0,479.53999999999996
Entre 36 e 40 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,469.4,555.3,417.7,350.8,500.0,458.64
22 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,514.8,568.7,520.7,432.5,460.0,499.34
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,418.3,381.0,514.1,515.4,680.0,501.76000000000005
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,497.7,604.3,609.4,389.4,520.0,524.1600000000001
21 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,503.4,490.5,533.9,437.5,540.0,501.06000000000006
25 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,445.8,527.8,547.7,463.0,440.0,484.86
Entre 36 e 40 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,609.0,656.4,618.7,651.5,540.0,615.12
Entre 61 e 65 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,508.1,460.5,523.0,447.5,580.0,503.82
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,474.2,530.2,500.8,541.6,700.0,549.36
Entre 31 e 35 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,483.9,422.6,494.9,430.8,520.0,470.43999999999994
Entre 26 e 30 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,582.2,568.4,522.6,675.6,0.0,469.76000000000005
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,504.1,511.8,525.8,513.3,680.0,547.0
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,646.9,760.7,658.0,782.1,700.0,709.54
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,529.2,538.9,469.3,540.7,660.0,547.62
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,381.9,535.1,554.5,444.5,480.0,479.2
18 anos,M,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,536.1,541.5,511.6,655.3,560.0,560.9
Entre 41 e 45 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,424.1,483.8,369.1,488.5,0.0,353.1
20 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,457.5,539.9,534.6,591.3,520.0,528.6600000000001
