TP_FAIXA_ETARIA,SEXO,TP_COR_RACA,TP_ESCOLA,MUNIC_ESCOLA,SG_UF_ESC,NO_MUNICIPIO_PROVA,UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,NOTA_REDACAO,nota_final
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,401.8,394.6,507.2,458.2,580.0,468.36
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,670.8,765.6,651.6,741.6,920.0,749.92
19 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,560.2,523.9,590.6,642.6,620.0,587.46
20 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,416.9,560.5,490.9,535.1,520.0,504.68
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,487.1,548.3,445.7,435.5,340.0,451.32
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,516.6,575.0,551.2,519.1,500.0,532.38
17 anos,M,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,593.9,562.0,531.4,596.0,680.0,592.6600000000001
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,588.7,612.0,605.5,715.9,900.0,684.42
24 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,565.2,567.3,534.6,486.0,560.0,542.6200000000001
19 anos,M,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,702.5,699.0,661.0,780.9,720.0,712.6800000000001
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,514.5,601.8,576.8,503.5,800.0,599.3199999999999
18 anos,M,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,406.2,554.0,442.3,543.2,520.0,493.14
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,613.7,746.1,645.6,798.2,900.0,740.72
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,537.1,608.8,628.0,621.6,800.0,639.1
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,495.9,577.3,509.6,665.7,740.0,597.7
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,526.4,599.6,556.4,619.7,640.0,588.42
18 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,429.8,515.2,495.3,548.4,580.0,513.74
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,553.8,542.4,517.8,589.0,560.0,552.6
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,547.7,617.3,534.5,612.8,600.0,582.46
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,656.6,638.7,631.0,750.6,760.0,687.38
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,583.3,423.0,499.7,575.7,480.0,512.3399999999999
21 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,786.8,738.0,691.9,874.2,840.0,786.1800000000001
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,549.6,631.9,608.2,614.0,860.0,652.74
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,571.9,626.6,528.8,651.4,580.0,591.74
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,488.6,573.0,640.5,695.1,680.0,615.4399999999999
19 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,488.6,560.4,545.9,553.3,640.0,557.6400000000001
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,535.9,562.1,529.3,600.2,620.0,569.5
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,529.1,554.9,550.3,517.9,840.0,598.4399999999999
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,494.8,463.2,462.3,554.9,700.0,535.04
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,727.6,734.7,674.9,782.7,900.0,763.9800000000001
17 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,473.9,539.0,552.1,445.7,620.0,526.14
18 anos,F,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,449.4,440.6,545.3,508.2,680.0,524.7
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,576.0,583.3,594.4,715.7,900.0,673.8799999999999
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,626.9,687.5,582.4,759.2,720.0,675.2
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,568.7,587.1,508.3,694.8,540.0,579.78
17 anos,F,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,459.9,565.5,499.9,415.9,640.0,516.24
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,643.4,667.8,605.6,685.4,760.0,672.4399999999999
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,591.4,649.5,565.5,724.3,900.0,686.14
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,493.2,634.2,594.3,637.5,600.0,591.8399999999999
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,608.5,650.5,577.8,645.7,660.0,628.5
24 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,676.8,702.3,589.7,774.6,900.0,728.6800000000001
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,604.6,607.1,595.4,778.3,560.0,629.08
18 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,391.6,394.1,364.6,478.2,0.0,325.7
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,491.6,573.3,525.2,613.8,820.0,604.78
Entre 36 e 40 anos,F,Não Declarado,Não respondeu,,,Santo André,SP,1,1,1,1,543.0,641.2,569.3,702.5,720.0,635.2
24 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,458.8,608.4,580.6,697.8,520.0,573.12
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,584.2,558.1,576.9,589.4,780.0,617.72
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,376.2,502.3,396.3,507.3,520.0,460.41999999999996
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,567.7,612.0,598.0,653.0,660.0,618.14
18 anos,F,Não Declarado,Pública,,,Santo André,SP,1,1,1,1,471.5,474.2,507.3,591.7,500.0,508.93999999999994
22 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,444.6,549.3,445.9,419.5,400.0,451.86
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,478.7,548.5,551.7,558.7,540.0,535.5200000000001
23 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,445.2,568.2,510.8,539.2,580.0,528.6800000000001
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,542.4,556.8,563.5,596.3,720.0,595.8
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,584.9,708.4,631.7,713.6,520.0,631.72
18 anos,M,Branco,Privada,,,Santo André,SP,1,1,1,1,614.6,627.2,545.6,675.5,500.0,592.5799999999999
22 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,717.7,690.5,602.0,872.3,920.0,760.5
17 anos,M,Branco,Privada,,,Santo André,SP,1,1,1,1,541.4,563.4,560.4,667.9,720.0,610.62
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,497.8,430.8,547.7,459.3,760.0,539.1200000000001
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,657.2,676.6,641.0,846.7,820.0,728.3
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,422.8,400.5,532.0,578.5,620.0,510.76000000000005
18 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,504.9,581.3,549.9,596.6,620.0,570.54
Entre 26 e 30 anos,F,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,645.0,646.7,572.2,735.1,920.0,703.8
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,593.2,703.4,623.3,531.1,720.0,634.2
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,649.6,709.5,624.2,734.1,740.0,691.48
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,680.9,676.9,622.1,789.2,720.0,697.8199999999999
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,560.9,598.4,574.0,573.6,560.0,573.38
17 anos,M,Branco,Privada,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,563.8,615.3,596.3,646.9,820.0,648.4599999999999
Entre 36 e 40 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,416.9,404.8,410.7,435.9,540.0,441.66
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,580.6,504.8,531.9,627.1,740.0,596.88
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,668.4,741.5,629.9,628.3,940.0,721.62
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,365.0,409.0,396.1,503.4,420.0,418.7
18 anos,F,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,402.5,579.2,579.8,462.1,700.0,544.72
17 anos,F,Preto,Pública,,,Santo André,SP,1,1,1,1,398.3,345.7,460.9,468.9,460.0,426.76000000000005
20 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,490.8,635.9,538.5,620.1,600.0,577.0600000000001
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,423.4,612.5,451.2,371.9,620.0,495.8
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,491.7,624.5,598.7,530.3,740.0,597.04
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,467.0,446.6,430.1,491.7,520.0,471.08000000000004
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,373.5,568.5,446.6,453.6,460.0,460.43999999999994
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,352.6,449.2,478.8,411.8,560.0,450.48
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,624.3,445.1,613.4,700.5,860.0,648.66
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,693.3,657.0,637.7,760.7,860.0,721.74
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,618.2,704.4,631.1,911.9,920.0,757.12
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,448.8,467.5,488.9,577.1,580.0,512.46
25 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,639.8,591.0,662.5,713.8,760.0,673.42
17 anos,M,Pardo,Privada,São Paulo,SP,Santo André,SP,1,1,1,1,618.3,658.0,544.4,733.9,820.0,674.92
24 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,491.1,571.3,510.0,500.1,560.0,526.5
18 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,483.3,565.8,535.4,537.8,660.0,556.46
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,509.7,514.5,445.6,420.9,600.0,498.14
18 anos,M,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,608.9,554.4,544.1,645.5,480.0,566.58
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,597.5,575.6,507.8,691.2,680.0,610.42
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,636.4,644.9,583.1,728.6,760.0,670.6
Entre 26 e 30 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,454.3,503.3,509.2,494.2,580.0,508.2
Entre 36 e 40 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,443.1,560.9,477.3,451.3,0.0,386.52
22 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,388.6,414.6,498.9,527.7,700.0,505.96000000000004
24 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,507.2,652.8,637.8,612.4,620.0,606.04
17 anos,F,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,444.5,449.6,420.3,415.7,560.0,458.02
24 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,377.0,546.2,485.2,469.7,520.0,479.62000000000006
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,606.6,651.7,616.8,685.4,360.0,584.1
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,562.8,514.3,501.6,577.7,600.0,551.28
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,608.7,573.9,551.5,607.4,820.0,632.3
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,392.1,558.6,568.1,632.2,620.0,554.2
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,513.5,540.0,448.0,646.7,720.0,573.64
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,474.0,595.9,524.6,547.4,840.0,596.38
24 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,439.6,577.1,597.8,403.8,540.0,511.66
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,507.0,388.5,453.9,553.5,560.0,492.58000000000004
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,514.3,582.0,511.0,587.8,480.0,535.02
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,483.7,434.8,472.4,510.4,540.0,488.26000000000005
20 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,385.8,501.1,427.3,416.6,540.0,454.16
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,572.7,592.8,577.4,724.7,680.0,629.5200000000001
25 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,546.1,564.9,564.7,592.6,520.0,557.6600000000001
19 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,596.7,677.1,665.0,648.5,860.0,689.46
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,452.9,447.5,452.8,414.4,580.0,469.52
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,478.2,520.3,578.1,447.0,740.0,552.72
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,393.1,430.1,409.4,495.0,480.0,441.52
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,533.6,564.1,454.9,534.7,0.0,417.46000000000004
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,512.1,411.8,461.1,486.5,500.0,474.3
18 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,438.1,548.7,510.6,399.4,620.0,503.36
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,435.3,471.8,442.2,523.5,580.0,490.56000000000006
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,475.1,368.3,359.6,534.0,420.0,431.4
Entre 31 e 35 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,551.9,621.8,528.2,715.6,600.0,603.5
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,642.8,629.1,609.4,730.4,820.0,686.3399999999999
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,585.0,650.3,613.5,746.6,720.0,663.0799999999999
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,529.0,526.4,558.5,613.7,720.0,589.52
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,480.9,411.5,505.0,463.5,580.0,488.18
22 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,663.8,669.1,611.9,750.4,960.0,731.04
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,443.1,535.5,549.2,618.9,580.0,545.3399999999999
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,472.3,608.5,462.9,498.2,620.0,532.38
22 anos,F,Não Declarado,Não respondeu,,,Santo André,SP,1,1,1,1,492.7,425.2,427.6,501.5,560.0,481.4
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,511.9,536.4,536.8,469.2,800.0,570.8599999999999
18 anos,M,Pardo,Privada,São Paulo,SP,Santo André,SP,1,1,1,1,505.7,495.6,495.5,578.9,920.0,599.14
17 anos,F,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,557.9,610.9,583.5,503.6,680.0,587.1800000000001
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,505.9,539.5,533.9,507.7,740.0,565.4
17 anos,M,Branco,Privada,,,Santo André,SP,1,1,1,1,596.0,567.5,496.8,716.1,620.0,599.28
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,505.4,711.2,634.7,537.9,580.0,593.8399999999999
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,543.2,558.5,532.3,449.9,520.0,520.78
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,583.5,590.0,597.3,727.6,640.0,627.68
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,517.4,532.5,542.4,521.9,560.0,534.8399999999999
18 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,619.2,620.9,581.4,690.4,660.0,634.38
Entre 26 e 30 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,494.2,597.0,561.6,641.2,720.0,602.8
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,563.6,498.4,509.9,674.5,640.0,577.28
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,466.7,577.1,523.4,560.9,720.0,569.62
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,511.8,561.2,512.0,678.7,680.0,588.74
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,614.3,612.4,588.4,722.5,760.0,659.52
18 anos,F,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,716.1,774.7,667.1,696.7,520.0,674.9200000000001
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,577.0,605.0,561.3,653.7,940.0,667.4
17 anos,M,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,610.0,632.5,620.2,728.8,880.0,694.3
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,498.4,530.1,530.9,458.9,640.0,531.66
17 anos,M,Branco,Pública,Mauá,SP,Santo André,SP,1,1,1,1,551.4,451.5,452.1,396.4,540.0,478.28000000000003
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,523.9,649.4,594.3,560.2,720.0,609.56
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,645.8,609.8,584.0,661.1,900.0,680.14
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,523.2,595.9,567.6,528.6,920.0,627.0600000000001
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,508.4,466.8,461.3,494.8,600.0,506.26000000000005
Entre 36 e 40 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,575.3,595.5,568.2,469.5,800.0,601.7
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,590.6,600.9,573.8,595.3,720.0,616.12
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,673.6,685.2,593.5,764.9,760.0,695.4399999999999
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,571.9,633.2,590.9,694.9,620.0,622.18
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,589.2,684.9,634.9,656.3,760.0,665.0600000000001
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,407.1,558.9,558.5,651.1,520.0,539.12
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,488.2,601.3,615.1,664.2,680.0,609.76
17 anos,F,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,611.2,575.6,520.1,602.5,940.0,649.88
Entre 36 e 40 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,706.8,724.3,652.0,754.2,960.0,759.46
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,590.0,582.2,600.8,695.8,760.0,645.76
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,383.0,504.0,489.0,492.9,580.0,489.78000000000003
17 anos,M,Pardo,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,473.0,415.8,456.9,398.3,600.0,468.8
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,448.5,520.8,534.1,496.8,520.0,504.03999999999996
Entre 36 e 40 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,674.2,672.1,567.9,699.0,580.0,638.64
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,411.8,482.4,597.5,615.2,660.0,553.38
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,480.8,584.7,544.5,621.1,920.0,630.22
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,536.5,580.8,531.8,566.5,720.0,587.12
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,646.1,579.7,518.3,679.3,860.0,656.6800000000001
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,605.2,629.9,578.4,687.6,920.0,684.22
18 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,521.5,459.4,504.7,650.9,680.0,563.3
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,568.6,571.1,577.7,674.4,780.0,634.36
17 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,531.4,659.7,621.4,612.8,680.0,621.0600000000001
17 anos,F,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,587.2,631.2,613.9,693.7,500.0,605.2
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,603.7,539.2,604.3,729.3,860.0,667.3
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,519.8,564.7,531.7,677.7,480.0,554.78
Entre 61 e 65 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,632.8,733.1,585.5,811.3,700.0,692.54
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,473.6,580.6,508.2,521.4,620.0,540.76
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,515.3,474.9,508.2,520.3,620.0,527.74
25 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,511.4,551.5,524.5,394.7,560.0,508.41999999999996
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,534.0,592.9,562.9,663.6,680.0,606.6800000000001
17 anos,M,Branco,Pública,Mauá,SP,Santo André,SP,1,1,1,1,558.3,539.0,565.5,593.0,420.0,535.1600000000001
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,619.8,768.8,703.0,680.7,880.0,730.46
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,542.3,639.2,589.1,696.0,560.0,605.32
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,617.5,628.2,617.0,720.9,760.0,668.72
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,485.1,629.8,666.9,578.5,820.0,636.0600000000001
25 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,490.9,528.8,360.3,525.1,440.0,469.02
17 anos,F,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,664.8,638.6,637.2,607.4,900.0,689.6
Entre 41 e 45 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,562.3,678.6,597.6,631.5,640.0,622.0
17 anos,M,Preto,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,628.5,630.3,613.8,748.1,880.0,700.14
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,546.4,638.9,589.0,649.2,740.0,632.7
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,589.3,584.8,553.8,773.5,880.0,676.28
25 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,455.7,476.4,512.6,496.4,680.0,524.22
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,442.2,434.5,450.3,613.6,580.0,504.12
18 anos,M,Não Declarado,Não respondeu,,,Santo André,SP,1,1,1,1,532.0,538.5,613.2,615.9,520.0,563.9200000000001
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,656.8,671.0,658.1,793.2,700.0,695.8199999999999
17 anos,F,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,631.4,728.6,657.3,757.7,800.0,715.0
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,586.8,696.7,584.7,647.8,760.0,655.2
Entre 31 e 35 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,432.4,482.6,395.0,383.9,520.0,442.78000000000003
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,659.2,728.6,642.8,714.8,840.0,717.08
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,638.1,595.8,600.0,741.9,520.0,619.1600000000001
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,523.6,565.6,559.1,563.5,720.0,586.3599999999999
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,697.4,643.6,603.2,802.2,900.0,729.28
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,434.4,567.3,457.5,602.7,740.0,560.3799999999999
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,457.5,405.1,441.9,560.6,560.0,485.02
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,496.6,568.0,580.6,410.0,520.0,515.04
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,550.0,651.0,610.2,575.8,440.0,565.4
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,469.6,548.8,571.5,639.7,640.0,573.9200000000001
18 anos,M,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,667.3,717.9,691.8,734.3,840.0,730.26
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,485.5,510.9,460.2,435.1,700.0,518.3399999999999
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,570.3,506.7,487.2,451.8,720.0,547.2
24 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,436.2,533.0,490.4,469.7,600.0,505.86
17 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,471.3,542.9,588.7,562.6,880.0,609.1
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,602.3,607.1,622.9,642.1,920.0,678.88
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,612.0,609.5,624.0,671.5,840.0,671.4
